season,week,k,n_contestants,jac_fan_vs_percentage,jac_fan_vs_ranking
23,9,4,6,1.0,1.0
23,9,5,6,1.0,1.0
23,10,1,5,0.0,0.0
23,10,2,5,0.3333333333333333,0.3333333333333333
23,10,3,5,0.5,0.5
23,10,4,5,1.0,1.0
23,10,5,5,1.0,1.0
23,11,1,4,0.0,0.0
23,11,2,4,0.0,0.3333333333333333
23,11,3,4,0.5,1.0
23,11,4,4,1.0,1.0
24,1,1,12,1.0,1.0
24,1,2,12,1.0,1.0
24,1,3,12,1.0,1.0
24,1,4,12,0.6,1.0
24,1,5,12,0.6666666666666666,0.6666666666666666
24,2,1,12,0.0,0.0
24,2,2,12,1.0,0.0
24,2,3,12,0.5,0.5
24,2,4,12,0.6,1.0
24,2,5,12,1.0,0.6666666666666666
24,3,1,11,0.0,0.0
24,3,2,11,1.0,0.3333333333333333
24,3,3,11,1.0,1.0
24,3,4,11,0.6,0.6
24,3,5,11,0.6666666666666666,1.0
24,4,1,10,1.0,0.0
24,4,2,10,1.0,0.3333333333333333
24,4,3,10,1.0,1.0
24,4,4,10,1.0,0.6
24,4,5,10,1.0,1.0
24,5,1,9,1.0,1.0
24,5,2,9,0.3333333333333333,1.0
24,5,3,9,0.5,1.0
24,5,4,9,1.0,0.6
24,5,5,9,1.0,0.6666666666666666
24,6,1,8,1.0,1.0
24,6,2,8,0.3333333333333333,1.0
24,6,3,8,0.5,0.5
24,6,4,8,0.6,0.6
24,6,5,8,1.0,1.0
24,7,1,7,1.0,1.0
24,7,2,7,1.0,1.0
24,7,3,7,1.0,1.0
24,7,4,7,1.0,1.0
24,7,5,7,1.0,1.0
24,8,1,5,1.0,1.0
24,8,2,5,1.0,1.0
24,8,3,5,1.0,1.0
24,8,4,5,1.0,1.0
24,8,5,5,1.0,1.0
24,9,1,4,1.0,1.0
24,9,2,4,1.0,1.0
24,9,3,4,1.0,1.0
24,9,4,4,1.0,1.0
24,10,1,3,1.0,1.0
24,10,2,3,0.3333333333333333,0.3333333333333333
24,10,3,3,1.0,1.0
25,1,1,13,0.0,1.0
25,1,2,13,0.0,1.0
25,1,3,13,0.2,1.0
25,1,4,13,0.3333333333333333,1.0
25,1,5,13,0.6666666666666666,1.0
25,2,1,13,1.0,0.0
25,2,2,13,1.0,0.0
25,2,3,13,1.0,0.5
25,2,4,13,1.0,1.0
25,2,5,13,1.0,1.0
25,3,1,11,1.0,1.0
25,3,2,11,0.3333333333333333,1.0
25,3,3,11,0.5,1.0
25,3,4,11,0.6,1.0
25,3,5,11,0.6666666666666666,1.0
25,4,1,11,1.0,0.0
25,4,2,11,0.3333333333333333,1.0
25,4,3,11,0.2,1.0
25,4,4,11,0.6,1.0
25,4,5,11,0.6666666666666666,1.0
25,5,1,10,1.0,0.0
25,5,2,10,1.0,0.3333333333333333
25,5,3,10,1.0,1.0
25,5,4,10,0.6,1.0
25,5,5,10,0.6666666666666666,1.0
25,6,1,9,1.0,1.0
25,6,2,9,1.0,1.0
25,6,3,9,1.0,1.0
25,6,4,9,0.6,1.0
25,6,5,9,1.0,1.0
25,7,1,8,1.0,1.0
25,7,2,8,1.0,1.0
25,7,3,8,1.0,0.5
25,7,4,8,1.0,1.0
25,7,5,8,1.0,1.0
25,8,1,6,0.0,0.0
25,8,2,6,0.3333333333333333,1.0
25,8,3,6,1.0,1.0
25,8,4,6,0.6,0.6
25,8,5,6,1.0,1.0
25,9,1,5,0.0,1.0
25,9,2,5,0.3333333333333333,0.3333333333333333
25,9,3,5,1.0,1.0
25,9,4,5,1.0,1.0
25,9,5,5,1.0,1.0
25,10,1,4,0.0,1.0
25,10,2,4,0.0,0.3333333333333333
25,10,3,4,0.5,0.5
25,10,4,4,1.0,1.0
26,1,1,10,1.0,0.0
26,1,2,10,1.0,0.0
26,1,3,10,1.0,0.5
26,1,4,10,1.0,1.0
26,1,5,10,0.6666666666666666,1.0
26,2,1,8,1.0,1.0
26,2,2,8,0.3333333333333333,0.3333333333333333
26,2,3,8,1.0,0.5
26,2,4,8,1.0,1.0
26,2,5,8,1.0,1.0
26,3,1,6,0.0,1.0
26,3,2,6,0.3333333333333333,0.3333333333333333
26,3,3,6,0.5,1.0
26,3,4,6,1.0,1.0
26,3,5,6,1.0,1.0
26,4,1,3,0.0,0.0
26,4,2,3,0.3333333333333333,0.3333333333333333
26,4,3,3,1.0,1.0
27,1,1,13,0.0,1.0
27,1,2,13,0.0,0.3333333333333333
27,1,3,13,0.0,1.0
27,1,4,13,0.14285714285714285,1.0
27,1,5,13,0.42857142857142855,1.0
27,2,1,12,1.0,0.0
27,2,2,12,1.0,0.0
27,2,3,12,1.0,0.2
27,2,4,12,1.0,0.6
27,2,5,12,1.0,1.0
27,3,1,11,1.0,0.0
27,3,2,11,1.0,0.0
27,3,3,11,1.0,0.2
27,3,4,11,1.0,0.6
27,3,5,11,1.0,1.0
27,4,1,10,1.0,0.0
27,4,2,10,1.0,0.0
27,4,3,10,0.5,0.5
27,4,4,10,0.6,1.0
27,4,5,10,1.0,0.6666666666666666
27,5,1,9,1.0,1.0
27,5,2,9,1.0,0.3333333333333333
27,5,3,9,1.0,0.2
27,5,4,9,0.6,0.6
27,5,5,9,0.6666666666666666,1.0
27,6,1,9,1.0,1.0
27,6,2,9,1.0,0.3333333333333333
27,6,3,9,1.0,0.5
27,6,4,9,1.0,1.0
27,6,5,9,1.0,1.0
27,7,1,8,0.0,1.0
27,7,2,8,0.3333333333333333,0.3333333333333333
27,7,3,8,0.5,0.5
27,7,4,8,0.6,0.6
27,7,5,8,1.0,1.0
27,8,1,6,0.0,0.0
27,8,2,6,0.3333333333333333,0.3333333333333333
27,8,3,6,0.5,0.5
27,8,4,6,1.0,1.0
27,8,5,6,1.0,1.0
27,9,1,4,0.0,1.0
27,9,2,4,0.0,0.3333333333333333
27,9,3,4,0.5,0.5
27,9,4,4,1.0,1.0
28,1,1,12,0.0,1.0
28,1,2,12,0.3333333333333333,0.3333333333333333
28,1,3,12,0.2,1.0
28,1,4,12,0.6,1.0
28,1,5,12,0.6666666666666666,1.0
28,2,1,12,1.0,0.0
28,2,2,12,1.0,0.3333333333333333
28,2,3,12,1.0,0.5
28,2,4,12,1.0,0.6
28,2,5,12,1.0,0.6666666666666666
28,3,1,10,0.0,0.0
28,3,2,10,0.3333333333333333,0.3333333333333333
28,3,3,10,0.5,1.0
28,3,4,10,1.0,0.6
28,3,5,10,0.6666666666666666,1.0
28,4,1,10,1.0,1.0
28,4,2,10,1.0,1.0
28,4,3,10,0.5,0.5
28,4,4,10,0.6,0.6
28,4,5,10,0.6666666666666666,0.6666666666666666
28,5,1,9,0.0,0.0
28,5,2,9,0.3333333333333333,1.0
28,5,3,9,1.0,1.0
28,5,4,9,1.0,1.0
28,5,5,9,1.0,1.0
28,6,1,9,1.0,0.0
28,6,2,9,1.0,0.3333333333333333
28,6,3,9,0.5,0.2
28,6,4,9,0.6,0.6
28,6,5,9,0.6666666666666666,0.6666666666666666
28,7,1,8,0.0,0.0
28,7,2,8,0.3333333333333333,0.3333333333333333
28,7,3,8,0.5,0.5
28,7,4,8,0.6,0.6
28,7,5,8,0.6666666666666666,0.6666666666666666
28,8,1,7,0.0,0.0
28,8,2,7,0.3333333333333333,0.3333333333333333
28,8,3,7,1.0,1.0
28,8,4,7,1.0,1.0
28,8,5,7,1.0,1.0
28,9,1,6,1.0,1.0
28,9,2,6,0.3333333333333333,1.0
28,9,3,6,1.0,1.0
28,9,4,6,1.0,1.0
28,9,5,6,1.0,1.0
28,10,1,5,1.0,1.0
28,10,2,5,0.3333333333333333,0.3333333333333333
28,10,3,5,0.5,0.5
28,10,4,5,1.0,1.0
28,10,5,5,1.0,1.0
28,11,1,4,0.0,0.0
28,11,2,4,0.0,0.3333333333333333
28,11,3,4,0.5,0.5
28,11,4,4,1.0,1.0
29,1,1,15,1.0,0.0
29,1,2,15,1.0,0.3333333333333333
29,1,3,15,1.0,0.5
29,1,4,15,0.6,0.6
29,1,5,15,0.42857142857142855,1.0
29,2,1,15,0.0,1.0
29,2,2,15,0.3333333333333333,1.0
29,2,3,15,0.5,0.5
29,2,4,15,0.6,1.0
29,2,5,15,0.6666666666666666,0.6666666666666666
29,3,1,14,1.0,0.0
29,3,2,14,1.0,0.3333333333333333
29,3,3,14,1.0,0.5
29,3,4,14,0.6,0.6
29,3,5,14,0.6666666666666666,0.42857142857142855
29,4,1,13,1.0,1.0
29,4,2,13,0.3333333333333333,1.0
29,4,3,13,0.5,1.0
29,4,4,13,1.0,0.6
29,4,5,13,0.6666666666666666,1.0
29,5,1,12,1.0,0.0
29,5,2,12,0.3333333333333333,0.3333333333333333
29,5,3,12,0.2,1.0
29,5,4,12,0.3333333333333333,1.0
29,5,5,12,0.6666666666666666,1.0
29,6,1,11,1.0,0.0
29,6,2,11,1.0,0.3333333333333333
29,6,3,11,1.0,0.5
29,6,4,11,1.0,0.6
29,6,5,11,1.0,1.0
29,7,1,10,0.0,1.0
29,7,2,10,0.3333333333333333,0.3333333333333333
29,7,3,10,1.0,0.5
29,7,4,10,1.0,0.6
29,7,5,10,1.0,0.6666666666666666
29,8,1,8,0.0,0.0
29,8,2,8,0.3333333333333333,0.3333333333333333
29,8,3,8,1.0,1.0
29,8,4,8,0.6,0.6
29,8,5,8,1.0,1.0
29,9,1,7,1.0,1.0
29,9,2,7,0.3333333333333333,0.3333333333333333
29,9,3,7,0.5,0.2
29,9,4,7,0.6,0.6
29,9,5,7,1.0,1.0
29,10,1,6,0.0,0.0
29,10,2,6,0.3333333333333333,0.3333333333333333
29,10,3,6,1.0,1.0
29,10,4,6,1.0,1.0
29,10,5,6,1.0,1.0
29,11,1,4,0.0,0.0
29,11,2,4,0.3333333333333333,0.3333333333333333
29,11,3,4,0.5,0.5
29,11,4,4,1.0,1.0
30,1,1,15,1.0,0.0
30,1,2,15,1.0,0.3333333333333333
30,1,3,15,0.5,0.5
30,1,4,15,0.3333333333333333,0.6
30,1,5,15,0.42857142857142855,1.0
30,2,1,15,1.0,1.0
30,2,2,15,1.0,1.0
30,2,3,15,1.0,1.0
30,2,4,15,0.6,0.6
30,2,5,15,0.6666666666666666,0.42857142857142855
30,3,1,14,0.0,1.0
30,3,2,14,0.3333333333333333,1.0
30,3,3,14,0.5,1.0
30,3,4,14,1.0,1.0
30,3,5,14,0.6666666666666666,1.0
30,4,1,13,1.0,1.0
30,4,2,13,0.3333333333333333,0.3333333333333333
30,4,3,13,1.0,1.0
30,4,4,13,1.0,1.0
30,4,5,13,1.0,1.0
30,5,1,11,0.0,1.0
30,5,2,11,0.3333333333333333,1.0
30,5,3,11,1.0,1.0
30,5,4,11,1.0,1.0
30,5,5,11,1.0,1.0
30,6,1,10,1.0,1.0
30,6,2,10,1.0,0.3333333333333333
30,6,3,10,1.0,0.5
30,6,4,10,1.0,1.0
30,6,5,10,0.6666666666666666,0.6666666666666666
30,7,1,9,1.0,1.0
30,7,2,9,1.0,1.0
30,7,3,9,1.0,0.5
30,7,4,9,1.0,1.0
30,7,5,9,1.0,0.6666666666666666
30,8,1,8,1.0,0.0
30,8,2,8,0.3333333333333333,0.3333333333333333
30,8,3,8,0.5,0.5
30,8,4,8,1.0,0.6
30,8,5,8,1.0,1.0
30,9,1,6,0.0,0.0
30,9,2,6,0.3333333333333333,1.0
30,9,3,6,0.5,0.5
30,9,4,6,1.0,1.0
30,9,5,6,0.6666666666666666,0.6666666666666666
30,10,1,4,0.0,1.0
30,10,2,4,0.3333333333333333,0.3333333333333333
30,10,3,4,0.5,0.5
30,10,4,4,1.0,1.0
31,1,1,16,1.0,0.0
31,1,2,16,0.3333333333333333,0.0
31,1,3,16,0.5,0.2
31,1,4,16,0.3333333333333333,0.3333333333333333
31,1,5,16,0.25,0.6666666666666666
31,2,1,15,0.0,1.0
31,2,2,15,0.3333333333333333,0.3333333333333333
31,2,3,15,1.0,0.2
31,2,4,15,1.0,0.14285714285714285
31,2,5,15,0.6666666666666666,0.42857142857142855
31,3,1,14,1.0,1.0
31,3,2,14,1.0,1.0
31,3,3,14,1.0,1.0
31,3,4,14,0.6,1.0
31,3,5,14,0.6666666666666666,1.0
31,4,1,13,1.0,0.0
31,4,2,13,1.0,0.0
31,4,3,13,1.0,0.2
31,4,4,13,1.0,0.6
31,4,5,13,1.0,1.0
31,5,1,12,1.0,0.0
31,5,2,12,1.0,0.0
31,5,3,12,1.0,0.2
31,5,4,12,1.0,0.6
31,5,5,12,1.0,1.0
31,6,1,10,1.0,0.0
31,6,2,10,0.3333333333333333,1.0
31,6,3,10,1.0,0.5
31,6,4,10,0.6,0.6
31,6,5,10,1.0,1.0
31,7,1,9,0.0,0.0
31,7,2,9,0.3333333333333333,0.0
31,7,3,9,0.5,0.5
31,7,4,9,1.0,1.0
31,7,5,9,1.0,1.0
31,8,1,8,1.0,1.0
31,8,2,8,0.3333333333333333,0.3333333333333333
31,8,3,8,1.0,1.0
31,8,4,8,0.6,0.6
31,8,5,8,1.0,1.0
31,9,1,6,0.0,0.0
31,9,2,6,1.0,1.0
31,9,3,6,0.5,0.5
31,9,4,6,1.0,1.0
31,9,5,6,1.0,0.6666666666666666
31,10,1,4,0.0,0.0
31,10,2,4,0.0,0.3333333333333333
31,10,3,4,0.5,0.5
31,10,4,4,1.0,1.0
32,1,1,14,1.0,0.0
32,1,2,14,0.3333333333333333,0.3333333333333333
32,1,3,14,0.2,0.5
32,1,4,14,0.14285714285714285,1.0
32,1,5,14,0.25,1.0
32,2,1,13,1.0,0.0
32,2,2,13,1.0,0.0
32,2,3,13,0.5,0.5
32,2,4,13,0.3333333333333333,1.0
32,2,5,13,0.42857142857142855,1.0
32,3,1,12,0.0,0.0
32,3,2,12,0.3333333333333333,0.0
32,3,3,12,0.5,0.5
32,3,4,12,0.3333333333333333,1.0
32,3,5,12,0.6666666666666666,1.0
32,4,1,11,1.0,1.0
32,4,2,11,0.3333333333333333,1.0
32,4,3,11,0.5,1.0
32,4,4,11,0.6,1.0
32,4,5,11,1.0,1.0
32,5,1,10,1.0,1.0
32,5,2,10,1.0,1.0
32,5,3,10,0.5,1.0
32,5,4,10,1.0,1.0
32,5,5,10,1.0,1.0
32,6,1,9,0.0,1.0
32,6,2,9,1.0,1.0
32,6,3,9,0.5,1.0
32,6,4,9,1.0,1.0
32,6,5,9,1.0,1.0
32,7,1,8,0.0,0.0
32,7,2,8,0.0,0.3333333333333333
32,7,3,8,0.5,0.5
32,7,4,8,0.6,0.6
32,7,5,8,1.0,1.0
32,8,1,7,1.0,1.0
32,8,2,7,1.0,1.0
32,8,3,7,1.0,1.0
32,8,4,7,1.0,0.6
32,8,5,7,1.0,1.0
32,9,1,6,0.0,0.0
32,9,2,6,1.0,1.0
32,9,3,6,1.0,0.5
32,9,4,6,1.0,1.0
32,9,5,6,1.0,1.0
32,10,1,5,0.0,1.0
32,10,2,5,0.3333333333333333,1.0
32,10,3,5,1.0,1.0
32,10,4,5,1.0,1.0
32,10,5,5,1.0,1.0
32,11,1,5,0.0,1.0
32,11,2,5,0.3333333333333333,1.0
32,11,3,5,0.5,0.5
32,11,4,5,0.6,0.6
32,11,5,5,1.0,1.0
33,1,1,13,0.0,0.0
33,1,2,13,0.3333333333333333,1.0
33,1,3,13,0.5,1.0
33,1,4,13,0.6,1.0
33,1,5,13,0.6666666666666666,1.0
33,2,1,13,1.0,1.0
33,2,2,13,1.0,1.0
33,2,3,13,1.0,1.0
33,2,4,13,0.6,1.0
33,2,5,13,0.6666666666666666,1.0
33,3,1,11,0.0,1.0
33,3,2,11,0.3333333333333333,1.0
33,3,3,11,1.0,1.0
33,3,4,11,1.0,1.0
33,3,5,11,1.0,0.6666666666666666
33,4,1,9,0.0,1.0
33,4,2,9,0.3333333333333333,0.3333333333333333
33,4,3,9,0.5,1.0
33,4,4,9,1.0,1.0
33,4,5,9,1.0,1.0
33,5,1,8,1.0,1.0
33,5,2,8,1.0,1.0
33,5,3,8,0.5,0.5
33,5,4,8,0.6,0.6
33,5,5,8,1.0,1.0
33,6,1,7,1.0,1.0
33,6,2,7,1.0,1.0
33,6,3,7,1.0,1.0
33,6,4,7,1.0,0.6
33,6,5,7,1.0,0.6666666666666666
33,7,1,6,0.0,0.0
33,7,2,6,0.3333333333333333,0.3333333333333333
33,7,3,6,1.0,1.0
33,7,4,6,1.0,1.0
33,7,5,6,1.0,1.0
33,8,1,5,0.0,0.0
33,8,2,5,0.3333333333333333,0.3333333333333333
33,8,3,5,0.5,1.0
33,8,4,5,1.0,1.0
33,8,5,5,1.0,1.0
33,9,1,5,0.0,0.0
33,9,2,5,0.0,0.0
33,9,3,5,0.2,0.5
33,9,4,5,0.6,0.6
33,9,5,5,1.0,1.0
34,1,1,14,1.0,1.0
34,1,2,14,1.0,1.0
34,1,3,14,0.5,0.5
34,1,4,14,0.3333333333333333,0.6
34,1,5,14,0.25,1.0
34,2,1,14,1.0,0.0
34,2,2,14,1.0,0.3333333333333333
34,2,3,14,1.0,0.5
34,2,4,14,1.0,0.6
34,2,5,14,1.0,1.0
34,3,1,12,1.0,0.0
34,3,2,12,1.0,0.3333333333333333
34,3,3,12,1.0,1.0
34,3,4,12,1.0,0.6
34,3,5,12,1.0,1.0
34,4,1,11,0.0,0.0
34,4,2,11,1.0,0.3333333333333333
34,4,3,11,0.5,0.5
34,4,4,11,1.0,0.6
34,4,5,11,0.6666666666666666,0.42857142857142855
34,5,1,10,1.0,0.0
34,5,2,10,1.0,0.3333333333333333
34,5,3,10,0.5,0.5
34,5,4,10,0.6,0.6
34,5,5,10,1.0,1.0
34,6,1,10,0.0,0.0
34,6,2,10,0.3333333333333333,0.3333333333333333
34,6,3,10,1.0,1.0
34,6,4,10,0.6,0.6
34,6,5,10,0.6666666666666666,0.6666666666666666
34,7,1,9,1.0,1.0
34,7,2,9,1.0,1.0
34,7,3,9,0.5,0.5
34,7,4,9,0.6,0.6
34,7,5,9,1.0,1.0
34,8,1,8,1.0,1.0
34,8,2,8,0.3333333333333333,1.0
34,8,3,8,0.5,0.5
34,8,4,8,0.6,1.0
34,8,5,8,0.6666666666666666,0.6666666666666666
34,9,1,7,0.0,0.0
34,9,2,7,0.3333333333333333,0.0
34,9,3,7,0.5,0.5
34,9,4,7,0.6,1.0
34,9,5,7,1.0,1.0
34,10,1,6,1.0,1.0
34,10,2,6,0.3333333333333333,0.3333333333333333
34,10,3,6,0.5,0.5
34,10,4,6,0.6,0.6
34,10,5,6,1.0,1.0
34,11,1,5,0.0,0.0
34,11,2,5,0.0,0.0
34,11,3,5,0.2,0.5
34,11,4,5,0.6,0.6
34,11,5,5,1.0,1.0
